,speaker,congress,first.name,last.name,state,party,speaker.name,speakerID,stateName,retiring,running,appointeeRunning,specialElection,female,speakerNameSpeech,speakerNameVote,bioname,nokken_poole_dim1,nokken_poole_dim2
77,mr rockefeller,109,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,0,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.297,0.106
78,mr salazar,109,Ken,Salazar,CO,D,Salazar (CO),185,Colorado,0,0,0,0,0,Salazar (CO),"SALAZAR, Kenneth Lee","SALAZAR, Kenneth Lee",-0.243,0.135
79,mr santorum,109,Rick,Santorum,PA,R,Santorum (PA),187,Pennsylvania,0,1,0,0,0,Santorum (PA),"SANTORUM, Richard John (Rick)","SANTORUM, Richard John (Rick)",0.348,-0.1
80,mr sarbanes,109,Paul,Sarbanes,MD,D,Sarbanes (MD),188,Maryland,1,0,0,0,0,Sarbanes (MD),"SARBANES, Paul Spyros","SARBANES, Paul Spyros",-0.398,-0.377
81,mr sessions,109,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,0,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.656,0.19
82,mr shelby,109,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,0,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.408,0.426
83,mr smith,109,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,0,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.213,-0.253
84,ms snowe,109,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,1,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.063,-0.575
85,mr specter,109,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,0,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",0.102,-0.451
86,ms stabenow,109,Debbie,Stabenow,MI,D,Stabenow (MI),201,Michigan,0,1,0,0,1,Stabenow (MI),"STABENOW, Deborah Ann","STABENOW, Deborah Ann",-0.347,0.218
87,mr stevens,109,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,0,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.298,-0.344
88,mr sununu,109,John,Sununu,NH,R,Sununu (NH),203,New Hampshire,0,0,0,0,0,Sununu (NH),"SUNUNU, John E.","SUNUNU, John E.",0.501,-0.809
89,mr talent,109,James,Talent,MO,R,Talent (MO),204,Missouri,0,1,0,0,0,Talent (MO),"TALENT, James Matthes","TALENT, James Matthes",0.261,0.31
90,mr thomas,109,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,1,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.534,0.035
91,mr thune,109,John,Thune,SD,R,Thune (SD),208,South Dakota,0,0,0,0,0,Thune (SD),"THUNE, John","THUNE, John",0.357,0.198
92,mr voinovich,109,George,Voinovich,OH,R,Voinovich (OH),215,Ohio,0,0,0,0,0,Voinovich (OH),"VOINOVICH, George Victor","VOINOVICH, George Victor",0.25,-0.672
93,mr warner,109,John,Warner,VA,R,Warner (VA),217,Virginia,0,0,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.246,-0.309
94,mr wyden,109,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,0,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.336,-0.475
0,mr akaka,110,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,0,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.355,-0.028
1,mr alexander,110,Lamar,Alexander,TN,R,Alexander (TN),3,Tennessee,0,1,0,0,0,Alexander (TN),"ALEXANDER, Lamar","ALEXANDER, Lamar",0.339,-0.192
2,mr allard,110,Wayne,Allard,CO,R,Allard (CO),4,Colorado,1,0,0,0,0,Allard (CO),"ALLARD, A. Wayne","ALLARD, A. Wayne",0.563,-0.088
3,mr barrasso,110,John,Barrasso,WY,R,Barrasso (WY),10,Wyoming,0,0,1,1,0,Barrasso (WY),"BARRASSO, John A.","BARRASSO, John A.",0.58,0.329
4,mr baucus,110,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,1,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.237,0.52
5,mr bayh,110,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,0,0,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.078,-0.133
6,mr bennett,110,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,0,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.351,-0.31
7,mr biden,110,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,1,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.386,-0.163
8,mr bingaman,110,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,0,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.366,0.066
9,mr bond,110,Kit,Bond,MO,R,Bond (MO),20,Missouri,0,0,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.344,-0.087
10,mrs boxer,110,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,0,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.486,-0.325
11,mr brown,110,Sherrod,Brown,OH,D,Brown (OH),28,Ohio,0,0,0,0,0,Brown (OH),"BROWN, Sherrod","BROWN, Sherrod",-0.46,-0.101
12,mr brownback,110,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,0,0,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.425,-0.206
13,mr bunning,110,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,0,0,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.546,0.087
14,mr burr,110,Richard,Burr,NC,R,Burr (NC),34,North Carolina,0,0,0,0,0,Burr (NC),"BURR, Richard M.","BURR, Richard M.",0.517,-0.191
15,mr byrd,110,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,0,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.433,0.902
16,ms cantwell,110,Maria,Cantwell,WA,D,Cantwell (WA),38,Washington,0,0,0,0,1,Cantwell (WA),"CANTWELL, Maria E.","CANTWELL, Maria E.",-0.31,-0.501
17,mr cardin,110,Ben,Cardin,MD,D,Cardin (MD),39,Maryland,0,0,0,0,0,Cardin (MD),"CARDIN, Benjamin Louis","CARDIN, Benjamin Louis",-0.343,-0.323
18,mr carper,110,Tom,Carper,DE,D,Carper (DE),41,Delaware,0,0,0,0,0,Carper (DE),"CARPER, Thomas Richard","CARPER, Thomas Richard",-0.166,-0.277
19,mr casey,110,Robert,Casey,PA,D,Casey (PA),42,Pennsylvania,0,0,0,0,0,Casey (PA),"CASEY, Robert (Bob), Jr.","CASEY, Robert (Bob), Jr.",-0.292,0.12
20,mr chambliss,110,Saxby,Chambliss,GA,R,Chambliss (GA),45,Georgia,0,1,0,0,0,Chambliss (GA),"CHAMBLISS, Saxby","CHAMBLISS, Saxby",0.457,0.137
21,mrs clinton,110,Hillary Rodham,Clinton,NY,D,Clinton (NY),48,New York,0,0,0,0,1,Clinton (NY),"CLINTON, Hillary Rodham","CLINTON, Hillary Rodham",-0.393,-0.387
22,mr coburn,110,Tom,Coburn,OK,R,Coburn (OK),50,Oklahoma,0,0,0,0,0,Coburn (OK),"COBURN, Thomas Allen","COBURN, Thomas Allen",0.808,-0.055
23,mr cochran,110,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,1,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.335,0.095
24,mr coleman,110,Norm,Coleman,MN,R,Coleman (MN),53,Minnesota,0,1,0,0,0,Coleman (MN),"COLEMAN, Norm","COLEMAN, Norm",0.174,-0.014
25,ms collins,110,Susan,Collins,ME,R,Collins (ME),54,Maine,0,1,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.097,-0.646
26,mr conrad,110,Kent,Conrad,ND,D,Conrad (ND),55,North Dakota,0,0,0,0,0,Conrad (ND),"CONRAD, Kent","CONRAD, Kent",-0.28,0.51
27,mr corker,110,Robert,Corker,TN,R,Corker (TN),57,Tennessee,0,0,0,0,0,Corker (TN),"CORKER, Robert (Bob)","CORKER, Robert (Bob)",0.372,-0.201
28,mr cornyn,110,John,Cornyn,TX,R,Cornyn (TX),58,Texas,0,1,0,0,0,Cornyn (TX),"CORNYN, John","CORNYN, John",0.487,0.058
29,mr craig,110,Larry E.,Craig,ID,R,Craig (ID),62,Idaho,1,0,0,0,0,Craig (ID),"CRAIG, Larry Edwin","CRAIG, Larry Edwin",0.429,-0.079
30,mr crapo,110,Mike,Crapo,ID,R,Crapo (ID),63,Idaho,0,0,0,0,0,Crapo (ID),"CRAPO, Michael Dean","CRAPO, Michael Dean",0.459,0.248
31,mr demint,110,James,DeMint,SC,R,DeMint (SC),68,South Carolina,0,0,0,0,0,DeMint (SC),"DeMINT, James W.","DeMINT, James W.",0.82,-0.07
32,mr dodd,110,Christopher J.,Dodd,CT,D,Dodd (CT),70,Connecticut,0,0,0,0,0,Dodd (CT),"DODD, Christopher John","DODD, Christopher John",-0.373,-0.601
33,mrs dole,110,Elizabeth,Dole,NC,R,Dole (NC),71,North Carolina,0,1,0,0,1,Dole (NC),"DOLE, Elizabeth Hanford","DOLE, Elizabeth Hanford",0.352,0.112
34,mr domenici,110,Pete V.,Domenici,NM,R,Domenici (NM),73,New Mexico,1,0,0,0,0,Domenici (NM),"DOMENICI, Pete Vichi","DOMENICI, Pete Vichi",0.264,-0.306
35,mr dorgan,110,Byron L.,Dorgan,ND,D,Dorgan (ND),75,North Dakota,0,0,0,0,0,Dorgan (ND),"DORGAN, Byron Leslie","DORGAN, Byron Leslie",-0.308,0.633
36,mr durbin,110,Richard,Durbin,IL,D,Durbin (IL),76,Illinois,0,1,0,0,0,Durbin (IL),"DURBIN, Richard Joseph","DURBIN, Richard Joseph",-0.392,-0.377
37,mr ensign,110,John,Ensign,NV,R,Ensign (NV),78,Nevada,0,0,0,0,0,Ensign (NV),"ENSIGN, John Eric","ENSIGN, John Eric",0.554,-0.352
38,mr enzi,110,Michael,Enzi,WY,R,Enzi (WY),79,Wyoming,0,1,0,0,0,Enzi (WY),"ENZI, Michael B.","ENZI, Michael B.",0.567,0.243
39,mr feingold,110,Russell,Feingold,WI,D,Feingold (WI),82,Wisconsin,0,0,0,0,0,Feingold (WI),"FEINGOLD, Russell Dana","FEINGOLD, Russell Dana",-0.988,0.152
40,mrs feinstein,110,Dianne,Feinstein,CA,D,Feinstein (CA),83,California,0,0,0,0,1,Feinstein (CA),"FEINSTEIN, Dianne","FEINSTEIN, Dianne",-0.254,-0.366
41,mr graham,110,Lindsey,Graham,SC,R,Graham (SC),96,South Carolina,0,1,0,0,0,Graham (SC),"GRAHAM, Lindsey O.","GRAHAM, Lindsey O.",0.47,-0.262
42,mr grassley,110,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,0,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.332,0.026
43,mr gregg,110,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,0,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.452,-0.837
44,mr hagel,110,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,1,0,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.308,-0.707
45,mr harkin,110,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,1,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.423,-0.259
46,mr hatch,110,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,0,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.333,-0.008
47,mr hutchison,110,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,0,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.36,0.097
48,mr inhofe,110,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,1,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.7,0.425
49,mr inouye,110,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,0,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.259,0.041
50,mr isakson,110,Johnny,Isakson,GA,R,Isakson (GA),118,Georgia,0,0,0,0,0,Isakson (GA),"ISAKSON, Johnny","ISAKSON, Johnny",0.436,0.092
51,mr johnson,110,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,1,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.204,0.384
52,mr kennedy,110,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,0,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.35,-0.608
53,mr kerry,110,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,1,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.365,-0.538
54,ms klobuchar,110,Amy,Klobuchar,MN,D,Klobuchar (MN),134,Minnesota,0,0,0,0,1,Klobuchar (MN),"KLOBUCHAR, Amy","KLOBUCHAR, Amy",-0.3,-0.135
55,mr kohl,110,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,0,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.286,-0.204
56,mr kyl,110,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,0,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.583,-0.507
57,ms landrieu,110,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,1,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.152,0.549
58,mr lautenberg,110,Frank,Lautenberg,NJ,D,Lautenberg (NJ),138,New Jersey,0,1,0,0,0,Lautenberg (NJ),"LAUTENBERG, Frank Raleigh","LAUTENBERG, Frank Raleigh",-0.421,-0.508
59,mr leahy,110,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,0,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.416,-0.079
60,mr levin,110,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,1,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.336,-0.038
61,mr lieberman,110,Joseph,Lieberman,CT,I,Lieberman (CT),143,Connecticut,0,0,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.133,-0.487
62,mrs lincoln,110,Blanche L.,Lincoln,AR,D,Lincoln (AR),144,Arkansas,0,0,0,0,1,Lincoln (AR),"LINCOLN, Blanche Lambert","LINCOLN, Blanche Lambert",-0.187,0.221
63,mr lott,110,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,0,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.437,0.091
64,mr lugar,110,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,0,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.256,-0.655
65,mr martinez,110,Mel,Martinez,FL,R,Martinez (FL),150,Florida,0,0,0,0,0,Martinez (FL),"MARTINEZ, Melquiades R. (Mel)","MARTINEZ, Melquiades R. (Mel)",0.344,-0.409
66,mr mccain,110,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,0,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.442,-0.73
67,mrs mccaskill,110,Claire,McCaskill,MO,D,McCaskill (MO),152,Missouri,0,0,0,0,1,McCaskill (MO),"McCASKILL, Claire","McCASKILL, Claire",-0.21,0.364
68,mr mcconnell,110,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,1,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.43,-0.033
69,mr menendez,110,Robert,Menendez,NJ,D,Menendez (NJ),154,New Jersey,0,0,0,0,0,Menendez (NJ),"MENENDEZ, Robert","MENENDEZ, Robert",-0.423,-0.576
70,ms mikulski,110,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,0,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.258,-0.102
71,mrs murray,110,Patty,Murray,WA,D,Murray (WA),164,Washington,0,0,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.35,-0.223
72,mr nelson of nebraska,110,Ben,Nelson,NE,D,Nelson (NE),165,Nebraska,0,0,0,0,0,Nelson (NE),"NELSON, Earl Benjamin (Ben)","NELSON, Earl Benjamin (Ben)",-0.084,0.673
73,mr nelson of florida,110,Bill,Nelson,FL,D,Nelson (FL),166,Florida,0,0,0,0,0,Nelson (FL),"NELSON, Clarence William (Bill)","NELSON, Clarence William (Bill)",-0.247,0.028
74,mr obama,110,Barack,Obama,IL,D,Obama (IL),169,Illinois,0,0,0,0,0,Obama (IL),"OBAMA, Barack","OBAMA, Barack",-0.357,-0.512
75,mr reed,110,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,1,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.367,-0.32
76,mr reid,110,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,0,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.317,0.206
77,mr roberts,110,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,1,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.326,0.087
78,mr rockefeller,110,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,1,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.28,0.346
79,mr salazar,110,Ken,Salazar,CO,D,Salazar (CO),185,Colorado,0,0,0,0,0,Salazar (CO),"SALAZAR, Kenneth Lee","SALAZAR, Kenneth Lee",-0.202,-0.001
80,mr sanders,110,Bernie,Sanders,VT,I,Sanders (VT),186,Vermont,0,0,0,0,0,Sanders (VT),"SANDERS, Bernard","SANDERS, Bernard",-0.599,0.07
81,mr sessions,110,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,1,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.501,0.077
82,mr shelby,110,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,0,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.427,0.342
83,mr smith,110,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,1,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.134,-0.139
84,ms snowe,110,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,0,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.053,-0.438
85,mr specter,110,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,0,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",0.122,-0.551
86,ms stabenow,110,Debbie,Stabenow,MI,D,Stabenow (MI),201,Michigan,0,0,0,0,1,Stabenow (MI),"STABENOW, Deborah Ann","STABENOW, Deborah Ann",-0.388,0.24
87,mr stevens,110,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,1,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.221,-0.218
88,mr sununu,110,John,Sununu,NH,R,Sununu (NH),203,New Hampshire,0,1,0,0,0,Sununu (NH),"SUNUNU, John E.","SUNUNU, John E.",0.376,-0.592
89,mr tester,110,John,Tester,MT,D,Tester (MT),205,Montana,0,0,0,0,0,Tester (MT),"TESTER, Jon","TESTER, Jon",-0.278,0.563
90,mr thomas,110,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,0,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.541,0.14
91,mr thune,110,John,Thune,SD,R,Thune (SD),208,South Dakota,0,0,0,0,0,Thune (SD),"THUNE, John","THUNE, John",0.431,0.172
92,mr voinovich,110,George,Voinovich,OH,R,Voinovich (OH),215,Ohio,0,0,0,0,0,Voinovich (OH),"VOINOVICH, George Victor","VOINOVICH, George Victor",0.24,-0.846
93,mr warner,110,John,Warner,VA,R,Warner (VA),217,Virginia,1,0,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.252,-0.318
94,mr webb,110,Jim,Webb,VA,D,Webb (VA),220,Virginia,0,0,0,0,0,Webb (VA),"WEBB, James H. (Jim)","WEBB, James H. (Jim)",-0.231,0.109
95,mr whitehouse,110,Sheldon,Whitehouse,RI,D,Whitehouse (RI),222,Rhode Island,0,0,0,0,0,Whitehouse (RI),"WHITEHOUSE, Sheldon","WHITEHOUSE, Sheldon",-0.382,-0.438
96,mr wicker,110,Roger F.,Wicker,MS,R,Wicker (MS),223,Mississippi,0,0,1,1,0,Wicker (MS),"WICKER, Roger F.","WICKER, Roger F.",0.397,0.561
97,mr wyden,110,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,0,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.323,-0.327
0,mr akaka,111,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,0,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.428,0.39
1,mr alexander,111,Lamar,Alexander,TN,R,Alexander (TN),3,Tennessee,0,0,0,0,0,Alexander (TN),"ALEXANDER, Lamar","ALEXANDER, Lamar",0.283,-0.237
2,mr barrasso,111,John,Barrasso,WY,R,Barrasso (WY),10,Wyoming,0,0,0,0,0,Barrasso (WY),"BARRASSO, John A.","BARRASSO, John A.",0.538,0.226
3,mr baucus,111,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,0,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.242,0.355
4,mr bayh,111,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,1,0,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.073,-0.073
5,mr begich,111,Mark,Begich,AK,D,Begich (AK),13,Alaska,0,0,0,0,0,Begich (AK),"BEGICH, Mark","BEGICH, Mark",-0.238,0.195
6,mr bennet,111,Michael,Bennet,CO,D,Bennet (CO),14,Colorado,0,0,1,0,0,Bennet (CO),"BENNET, Michael F.","BENNET, Michael F.",-0.211,-0.129
7,mr bennett,111,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,1,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.312,-0.061
8,mr biden,111,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,0,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.741,0.672
9,mr bingaman,111,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,0,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.32,0.137
10,mr bond,111,Kit,Bond,MO,R,Bond (MO),20,Missouri,1,0,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.248,-0.033
11,mrs boxer,111,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,1,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.338,-0.282
12,mr brown of massachusetts,111,Scott P.,Brown,MA,R,Brown (MA),27,Massachusetts,0,0,0,0,0,Brown (MA),"BROWN, Scott P.","BROWN, Scott P.",0.177,-0.106
13,mr brown of ohio,111,Sherrod,Brown,OH,D,Brown (OH),28,Ohio,0,0,0,0,0,Brown (OH),"BROWN, Sherrod","BROWN, Sherrod",-0.454,-0.263
14,mr brownback,111,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,1,0,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.419,-0.389
15,mr bunning,111,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,1,0,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.632,-0.196
16,mr burr,111,Richard,Burr,NC,R,Burr (NC),34,North Carolina,0,1,0,0,0,Burr (NC),"BURR, Richard M.","BURR, Richard M.",0.491,-0.105
17,mr burris,111,Roland,Burris,IL,D,Burris (IL),35,Illinois,0,0,0,0,0,Burris (IL),"BURRIS, Roland","BURRIS, Roland",-0.468,0.078
18,mr byrd,111,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,0,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.3,0.945
19,ms cantwell,111,Maria,Cantwell,WA,D,Cantwell (WA),38,Washington,0,0,0,0,1,Cantwell (WA),"CANTWELL, Maria E.","CANTWELL, Maria E.",-0.264,-0.392
20,mr cardin,111,Ben,Cardin,MD,D,Cardin (MD),39,Maryland,0,0,0,0,0,Cardin (MD),"CARDIN, Benjamin Louis","CARDIN, Benjamin Louis",-0.437,-0.194
21,mr carper,111,Tom,Carper,DE,D,Carper (DE),41,Delaware,0,0,0,0,0,Carper (DE),"CARPER, Thomas Richard","CARPER, Thomas Richard",-0.259,-0.106
22,mr casey,111,Robert,Casey,PA,D,Casey (PA),42,Pennsylvania,0,0,0,0,0,Casey (PA),"CASEY, Robert (Bob), Jr.","CASEY, Robert (Bob), Jr.",-0.347,0.494
23,mr chambliss,111,Saxby,Chambliss,GA,R,Chambliss (GA),45,Georgia,0,0,0,0,0,Chambliss (GA),"CHAMBLISS, Saxby","CHAMBLISS, Saxby",0.476,0.096
24,mrs clinton,111,Hillary Rodham,Clinton,NY,D,Clinton (NY),48,New York,0,0,0,0,1,Clinton (NY),"CLINTON, Hillary Rodham","CLINTON, Hillary Rodham",-0.592,0.549
25,mr coburn,111,Tom,Coburn,OK,R,Coburn (OK),50,Oklahoma,0,1,0,0,0,Coburn (OK),"COBURN, Thomas Allen","COBURN, Thomas Allen",0.843,-0.238
26,mr cochran,111,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,0,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.281,0.235
27,ms collins,111,Susan,Collins,ME,R,Collins (ME),54,Maine,0,0,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.087,-0.476
